Rand,WordItem,LongShort,OldNew,WordColor,Study_Phase_Trials.thisRepN,Study_Phase_Trials.thisTrialN,Study_Phase_Trials.thisN,Study_Phase_Trials.thisIndex,Test_Phase_Trials.thisRepN,Test_Phase_Trials.thisTrialN,Test_Phase_Trials.thisN,Test_Phase_Trials.thisIndex,Welcome_Screen_Text.started,Welcome_Screen_Text.stopped,Instructions_for_Memory_task.started,Instructions_for_Memory_task.stopped,Instructions_Keyboard.keys,Instructions_Keyboard.rt,Instructions_Keyboard.started,Instructions_Keyboard.stopped,Blank_Screen_No_Text.started,Blank_Screen_No_Text.stopped,Study_Phase_Word.started,Study_Phase_Word.stopped,Wait_Screen_Text.started,Wait_Screen_Text.stopped,Wait_Screen_Keyboard.keys,Wait_Screen_Keyboard.rt,Wait_Screen_Keyboard.started,Wait_Screen_Keyboard.stopped,Test_Phase_Word.started,Test_Phase_Word.stopped,Test_Phase_Key_Confidence_Response.keys,Test_Phase_Key_Confidence_Response.rt,Test_Phase_Key_Confidence_Response.started,Test_Phase_Key_Confidence_Response.stopped,Test_Phase_Confidence_Scale.started,Test_Phase_Confidence_Scale.stopped,Test_Phase_Blank_Text.started,Test_Phase_Blank_Text.stopped,Test_Phase_RFN_Text.started,Test_Phase_RFN_Text.stopped,Test_Phase_Key_Resp.keys,Test_Phase_Key_Resp.rt,Test_Phase_Key_Resp.started,Test_Phase_Key_Resp.stopped,Test_Phase_RFN_Scale.started,Test_Phase_RFN_Scale.stopped,End_Screen_Text.started,End_Screen_Text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,15.92028320004465,None,17.900726700027008,None,m,7.011414499953389,17.900726700027008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.6387048906414299,Faster,Short,Old,Green,0,0,0,2,,,,,,,,,,,,,27.444740400009323,None,25.49336389999371,None,,,,,,,,,,,,,,,,,,,,,,,,,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.5602712252207547,Dessert,Long,Old,Red,0,1,1,0,,,,,,,,,,,,,29.94470370002091,None,27.9588571000495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.7487362764530597,Further,Long,Old,Green,0,2,2,3,,,,,,,,,,,,,32.44336940004723,None,30.457848499994725,None,,,,,,,,,,,,,,,,,,,,,,,,,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.8228096049855028,Breathe,Long,Old,Green,0,3,3,1,,,,,,,,,,,,,34.94225840002764,None,32.95690150000155,None,,,,,,,,,,,,,,,,,,,,,,,,,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.32185794234762377,Farter,Short,Old,Red,0,4,4,4,,,,,,,,,,,,,37.44063860003371,None,35.455530900042504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.9112862230795261,Advise,Short,Old,Red,0,5,5,5,,,,,,,,,,,,,39.939928300038446,None,37.95426990004489,None,,,,,,,,,,,,,,,,,,,,,,,,,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
,,,,,,,,,,,,,,,,,,,,,,,,,40.43987160001416,None,m,10.704410300008021,40.43987160001416,None,,,,,,,,,,,,,,,,,,,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.4252756262761611,Loose,Short,New,None,,,,,0,0,0,10,,,,,,,,,55.81491790001746,None,,,,,,,,,51.71526630001608,None,1,1.8371215999941342,51.71526630001608,None,51.71526630001608,None,53.59739910002099,None,54.613662699994165,None,n,1.186114100040868,54.613662699994165,None,54.613662699994165,None,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.9112862230795261,Advise,Short,Old,Red,,,,,0,1,1,5,,,,,,,,,59.66136600001482,None,,,,,,,,,56.3299423000426,None,1,1.758074899960775,56.3299423000426,None,56.3299423000426,None,58.128736500046216,None,59.14544160000514,None,n,0.47867540002334863,59.14544160000514,None,59.14544160000514,None,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.08933484509754408,Bread,Short,New,None,,,,,0,2,2,8,,,,,,,,,63.01285130000906,None,,,,,,,,,60.178106800012756,None,1,0.9661528000142425,60.178106800012756,None,60.178106800012756,None,61.177702700020745,None,62.19409350003116,None,n,0.7979221999994479,62.19409350003116,None,62.19409350003116,None,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.6387048906414299,Faster,Short,Old,Green,,,,,0,3,3,2,,,,,,,,,66.7750812000013,None,,,,,,,,,63.526634000008926,None,6,1.6976085999631323,63.526634000008926,None,63.526634000008926,None,65.2589527000091,None,66.27537240000675,None,r,0.46128950000274926,66.27537240000675,None,66.27537240000675,None,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.23269631371151756,Father,Short,New,None,,,,,0,4,4,11,,,,,,,,,70.37374690000433,None,,,,,,,,,67.29160910000792,None,1,1.4450638000271283,67.29160910000792,None,67.29160910000792,None,68.77424689999316,None,69.79039280000143,None,n,0.5455953000346199,69.79039280000143,None,69.79039280000143,None,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.06234374114507035,Breath,Short,New,None,,,,,0,5,5,6,,,,,,,,,78.25318729999708,None,,,,,,,,,70.88974440004677,None,3,5.398484799952712,70.88974440004677,None,70.88974440004677,None,76.32076530001359,None,77.33703390002484,None,f,0.8871623000013642,77.33703390002484,None,77.33703390002484,None,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.8228096049855028,Breathe,Long,Old,Green,,,,,0,6,6,1,,,,,,,,,85.41997690004064,None,,,,,,,,,78.7697610000032,None,6,2.3749149999930523,78.7697610000032,None,78.7697610000032,None,81.18518820003374,None,82.20105400000466,None,r,3.1910674999817275,82.20105400000466,None,82.20105400000466,None,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.7487362764530597,Further,Long,Old,Green,,,,,0,7,7,3,,,,,,,,,91.7637244000216,None,,,,,,,,,85.94983689999208,None,6,3.6661890000104904,85.94983689999208,None,85.94983689999208,None,89.64889220002806,None,90.66446480003651,None,r,1.0648796999594197,90.66446480003651,None,90.66446480003651,None,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.878334627659215,Advice,Short,New,None,,,,,0,8,8,9,,,,,,,,,95.3790888999938,None,,,,,,,,,92.28038720000768,None,1,1.5998932999791577,92.28038720000768,None,92.28038720000768,None,93.91291760001332,None,94.92921760003082,None,n,0.4150277000153437,94.92921760003082,None,94.92921760003082,None,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.6732781982159469,Board,Short,New,None,,,,,0,9,9,7,,,,,,,,,98.39678280003136,None,,,,,,,,,95.89541960001225,None,1,1.0892541999928653,95.89541960001225,None,95.89541960001225,None,97.02925070002675,None,98.04513730003964,None,n,0.3086239999975078,98.04513730003964,None,98.04513730003964,None,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
0.32185794234762377,Farter,Short,Old,Red,,,,,0,10,10,4,,,,,,,,,102.5289970000158,None,,,,,,,,,98.91076790000079,None,6,2.177811199973803,98.91076790000079,None,98.91076790000079,None,101.12674680002965,None,102.14296980004292,None,r,0.35372579999966547,102.14296980004292,None,102.14296980004292,None,,,12,004,2020_Jan_24_1822,Recognition_Memory_Task_Advanced,3.2.3,60.01021373930368,
