Rand,WordItem,LongShort,OldNew,WordColor,Study_Phase_Trials.thisRepN,Study_Phase_Trials.thisTrialN,Study_Phase_Trials.thisN,Study_Phase_Trials.thisIndex,Test_Phase_Trials.thisRepN,Test_Phase_Trials.thisTrialN,Test_Phase_Trials.thisN,Test_Phase_Trials.thisIndex,Welcome_Screen_Text.started,Welcome_Screen_Text.stopped,Instructions_for_Memory_task.started,Instructions_for_Memory_task.stopped,Instructions_Keyboard.keys,Instructions_Keyboard.rt,Instructions_Keyboard.started,Instructions_Keyboard.stopped,Blank_Screen_No_Text.started,Blank_Screen_No_Text.stopped,Study_Phase_Word.started,Study_Phase_Word.stopped,Wait_Screen_Text.started,Wait_Screen_Text.stopped,Wait_Screen_Keyboard.keys,Wait_Screen_Keyboard.rt,Wait_Screen_Keyboard.started,Wait_Screen_Keyboard.stopped,Test_Phase_Word.started,Test_Phase_Word.stopped,Test_Phase_Key_Confidence_Response.keys,Test_Phase_Key_Confidence_Response.rt,Test_Phase_Key_Confidence_Response.started,Test_Phase_Key_Confidence_Response.stopped,Test_Phase_Confidence_Scale.started,Test_Phase_Confidence_Scale.stopped,Test_Phase_Blank_Text.started,Test_Phase_Blank_Text.stopped,Test_Phase_RFN_Text.started,Test_Phase_RFN_Text.stopped,Test_Phase_Key_Resp.keys,Test_Phase_Key_Resp.rt,Test_Phase_Key_Resp.started,Test_Phase_Key_Resp.stopped,Test_Phase_RFN_Scale.started,Test_Phase_RFN_Scale.stopped,End_Screen_Text.started,End_Screen_Text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,16.040220400027465,None,18.00910969998222,None,m,172.21525480004493,18.00910969998222,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,004,2020_Jan_24_1816,Recognition_Memory_Task_Advanced,3.2.3,60.081963816644546,
0.5431681102267353,Loose,Short,Old,Red,0,0,0,5,,,,,,,,,,,,,192.7675820000004,None,190.79934309999226,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,004,2020_Jan_24_1816,Recognition_Memory_Task_Advanced,3.2.3,60.081963816644546,
0.6791393698375837,Board,Short,Old,Red,0,1,1,0,,,,,,,,,,,,,195.2663964999956,None,193.2820034000324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,004,2020_Jan_24_1816,Recognition_Memory_Task_Advanced,3.2.3,60.081963816644546,
0.972177638444103,Faster,Short,Old,Green,0,2,2,2,,,,,,,,,,,,,197.7676542000263,None,195.78097070002696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,004,2020_Jan_24_1816,Recognition_Memory_Task_Advanced,3.2.3,60.081963816644546,
0.40751978802459277,Bread,Short,Old,Green,0,3,3,1,,,,,,,,,,,,,200.26559000002453,None,198.27992210001685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,004,2020_Jan_24_1816,Recognition_Memory_Task_Advanced,3.2.3,60.081963816644546,
0.35004128169194104,Farther,Long,Old,Green,0,4,4,3,,,,,,,,,,,,,202.7643248999957,None,200.77885629999219,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,004,2020_Jan_24_1816,Recognition_Memory_Task_Advanced,3.2.3,60.081963816644546,
0.49053992292279414,Lease,Short,Old,Red,0,5,5,4,,,,,,,,,,,,,205.2632216999773,None,203.27751520002494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,004,2020_Jan_24_1816,Recognition_Memory_Task_Advanced,3.2.3,60.081963816644546,
,,,,,,,,,,,,,,,,,,,,,,,,,205.76299010001821,None,m,8.685183399997186,205.76299010001821,None,,,,,,,,,,,,,,,,,,,,,1,004,2020_Jan_24_1816,Recognition_Memory_Task_Advanced,3.2.3,60.081963816644546,
0.987384799389191,Father,Short,New,None,,,,,0,0,0,10,,,,,,,,,248.22510290000355,None,,,,,,,,,215.02231889998075,None,1,6.977858200029004,215.02231889998075,None,215.02231889998075,None,222.03617450001184,None,223.05230079998728,None,n,25.13985470001353,223.05230079998728,None,223.05230079998728,None,,,1,004,2020_Jan_24_1816,Recognition_Memory_Task_Advanced,3.2.3,60.081963816644546,
0.40751978802459277,Bread,Short,Old,Green,,,,,0,1,1,1,,,,,,,,,256.5570047000074,None,,,,,,,,,248.74077450000914,None,6,5.075329899962526,248.74077450000914,None,248.74077450000914,None,253.85532829997828,None,254.87120260001393,None,r,1.6569578999769874,254.87120260001393,None,254.87120260001393,None,,,1,004,2020_Jan_24_1816,Recognition_Memory_Task_Advanced,3.2.3,60.081963816644546,
